timestamp,lat,lon,BASIN,month,Month Name,Tropical SST,Local SST
1986-09-14 00:00:00,4.9,138.0,WP,9,Sep,27.836227,29.753592
1986-09-21 00:00:00,19.6,136.9,WP,9,Sep,27.836227,29.097147
1986-09-22 00:00:00,11.9,114.8,WP,9,Sep,27.836227,28.652842
1986-09-23 00:00:00,23.7,142.7,WP,9,Sep,27.836227,28.415493
1986-11-10 00:00:00,-6.5,68.3,SI,11,Nov,27.826714,28.122978
1986-11-27 00:00:00,-13.1,114.0,AUS,11,Nov,27.826714,28.459435
1986-11-30 00:00:00,11.4,127.4,WP,11,Nov,27.826714,28.583145
1986-12-23 00:00:00,-8.7,129.0,AUS,12,Dec,27.819471,29.721416
1987-01-11 00:00:00,-9.1,129.9,AUS,1,Jan,27.812859,29.483997
1987-02-22 00:00:00,-19.6,42.6,SI,2,Feb,27.80718,29.44189
1987-04-28 00:00:00,-15.5,155.2,AUS,4,Apr,27.798384,28.36908
1987-05-17 00:00:00,-9.4,80.2,SI,5,May,27.796677,28.164179
1987-05-17 00:00:00,11.0,130.5,WP,5,May,27.796677,28.889835
1987-06-12 00:00:00,19.4,153.7,WP,6,Jun,27.794638,27.506811
1987-06-17 00:00:00,18.3,123.5,WP,6,Jun,27.794638,29.09279
1987-06-19 00:00:00,11.7,120.9,WP,6,Jun,27.794638,29.70368
1987-06-30 00:00:00,14.0,136.0,WP,6,Jun,27.794638,28.997232
1987-07-06 00:00:00,10.9,161.8,WP,7,Jul,27.794588,28.926447
1987-07-24 00:00:00,1.3,172.0,WP,7,Jul,27.794588,28.838715
1987-08-16 00:00:00,16.7,132.9,WP,8,Aug,27.795248,29.230007
1987-08-22 00:00:00,12.0,146.2,WP,8,Aug,27.795248,29.325876
1987-08-31 00:00:00,17.8,134.5,WP,8,Aug,27.795248,29.22407
1987-09-01 00:00:00,16.1,124.5,WP,9,Sep,27.79643,29.201801
1987-09-01 00:00:00,5.6,147.9,WP,9,Sep,27.79643,29.652313
1987-09-03 00:00:00,20.2,112.4,WP,9,Sep,27.79643,28.761703
1987-09-10 00:00:00,21.5,156.0,WP,9,Sep,27.79643,28.509201
1987-09-19 00:00:00,11.5,116.2,WP,9,Sep,27.79643,28.656559
1987-09-22 00:00:00,4.0,147.9,WP,9,Sep,27.79643,29.611029
1987-09-29 00:00:00,13.8,134.0,WP,9,Sep,27.79643,29.188023
1987-10-01 00:00:00,11.3,132.4,WP,10,Oct,27.798468,29.24013
1987-10-04 00:00:00,-3.6,181.5,SP,10,Oct,27.798468,28.745977
1987-10-06 00:00:00,9.6,186.8,WP,10,Oct,27.798468,29.292545
1987-10-16 00:00:00,15.7,164.1,WP,10,Oct,27.798468,28.616135
1987-10-22 00:00:00,23.7,142.7,WP,10,Oct,27.798468,27.740396
1987-10-23 00:00:00,8.6,166.9,WP,10,Oct,27.798468,29.625326
1987-11-06 00:00:00,3.9,144.4,WP,11,Nov,27.801727,29.601181
1987-11-14 00:00:00,7.0,150.5,WP,11,Nov,27.801727,29.484066
1987-11-18 00:00:00,15.7,134.2,WP,11,Nov,27.801727,28.24445
1987-11-19 00:00:00,5.5,138.7,WP,11,Nov,27.801727,29.50657
1987-11-28 00:00:00,5.7,153.6,WP,11,Nov,27.801727,29.546926
1987-12-27 00:00:00,8.1,135.9,WP,12,Dec,27.80596,28.777756
1987-12-30 00:00:00,-10.5,100.3,AUS,12,Dec,27.80596,28.116657
1988-01-05 00:00:00,-12.1,178.1,SP,1,Jan,27.80938,29.512957
1988-01-06 00:00:00,-15.4,162.8,SP,1,Jan,27.80938,28.850266
1988-01-12 00:00:00,-17.9,186.4,SP,1,Jan,27.80938,28.182098
1988-01-13 00:00:00,-13.6,155.9,AUS,1,Jan,27.80938,29.260014
1988-01-14 00:00:00,-16.1,155.2,AUS,1,Jan,27.80938,28.566757
1988-01-15 00:00:00,-14.3,107.4,AUS,1,Jan,27.80938,27.91894
1988-01-30 00:00:00,-11.3,138.3,AUS,1,Jan,27.80938,29.82044
1988-02-04 00:00:00,-13.6,138.3,AUS,2,Feb,27.813848,30.121851
1988-03-01 00:00:00,-9.0,165.6,SP,3,Mar,27.81768,29.815613
1988-03-03 00:00:00,-5.3,100.8,AUS,3,Mar,27.81768,29.302536
1988-03-10 00:00:00,-10.5,162.8,SP,3,Mar,27.81768,29.696188
1988-03-16 00:00:00,-13.5,170.7,SP,3,Mar,27.81768,29.545034
1988-03-22 00:00:00,-13.6,177.0,SP,3,Mar,27.81768,29.60506
1988-05-27 00:00:00,14.0,144.3,WP,5,May,27.819586,27.927347
1988-06-22 00:00:00,-11.9,168.3,SP,6,Jun,27.821505,28.283981
1988-07-10 00:00:00,1.4,106.5,WP,7,Jul,27.82435,29.814106
1988-07-20 00:00:00,8.7,137.9,WP,7,Jul,27.82435,29.566525
1988-07-26 00:00:00,8.5,147.7,WP,7,Jul,27.82435,29.53182
1988-08-04 00:00:00,11.4,145.1,WP,8,Aug,27.82932,29.430288
1988-08-08 00:00:00,11.5,116.2,WP,8,Aug,27.82932,28.85429
1988-08-11 00:00:00,9.4,142.7,WP,8,Aug,27.82932,29.548212
1988-08-12 00:00:00,8.5,161.2,WP,8,Aug,27.82932,29.705322
1988-08-26 00:00:00,15.6,140.7,WP,8,Aug,27.82932,29.250477
1988-08-31 00:00:00,10.3,174.7,WP,8,Aug,27.82932,29.199041
1988-09-02 00:00:00,13.0,139.5,WP,9,Sep,27.834215,29.239494
1988-09-11 00:00:00,23.9,124.8,WP,9,Sep,27.834215,28.6059
1988-09-25 00:00:00,6.2,155.5,WP,9,Sep,27.834215,29.9148
1988-09-27 00:00:00,10.5,145.3,WP,9,Sep,27.834215,29.437748
1988-09-28 00:00:00,7.8,174.9,WP,9,Sep,27.834215,29.771194
1988-09-30 00:00:00,12.8,158.3,WP,9,Sep,27.834215,29.4452
1988-09-30 00:00:00,16.5,174.2,WP,9,Sep,27.834215,28.763174
1988-10-06 00:00:00,16.9,119.7,WP,10,Oct,27.840384,28.476965
1988-11-16 00:00:00,2.6,158.8,WP,11,Nov,27.846365,29.294708
1988-11-26 00:00:00,8.2,139.3,WP,11,Nov,27.846365,29.380594
1988-12-09 00:00:00,-8.8,133.9,AUS,12,Dec,27.850626,29.544392
1988-12-20 00:00:00,-11.9,169.9,SP,12,Dec,27.850626,29.116901
1988-12-26 00:00:00,-3.7,91.6,AUS,12,Dec,27.850626,28.76554
1988-12-29 00:00:00,-9.0,180.0,SP,12,Dec,27.850626,29.731882
1988-12-31 00:00:00,-14.8,124.0,AUS,12,Dec,27.850626,30.332794
1989-01-15 00:00:00,-13.1,160.1,SP,1,Jan,27.856583,29.30049
1989-01-15 00:00:00,-10.0,118.0,AUS,1,Jan,27.856583,29.605738
1989-01-24 00:00:00,-5.1,90.1,AUS,1,Jan,27.856583,28.84261
1989-01-28 00:00:00,-11.0,103.6,AUS,1,Jan,27.856583,28.892338
1989-01-30 00:00:00,-15.6,137.5,AUS,1,Jan,27.856583,30.491632
1989-02-02 00:00:00,-15.1,111.2,AUS,2,Feb,27.862562,28.591028
1989-02-05 00:00:00,-12.3,164.0,SP,2,Feb,27.862562,29.558563
1989-02-08 00:00:00,-5.0,95.0,AUS,2,Feb,27.862562,28.979223
1989-03-05 00:00:00,-13.5,185.5,SP,3,Mar,27.868578,29.662231
1989-04-22 00:00:00,-16.0,123.1,AUS,4,Apr,27.875738,29.969913
1989-04-25 00:00:00,-12.2,181.3,SP,4,Apr,27.875738,29.648623
1989-05-22 00:00:00,13.4,146.4,WP,5,May,27.882318,27.903233
1989-06-28 00:00:00,10.0,149.7,WP,6,Jun,27.889284,29.049585
1989-07-25 00:00:00,18.2,111.2,WP,7,Jul,27.895395,28.783659
1989-07-27 00:00:00,8.2,155.8,WP,7,Jul,27.895395,29.505009
1989-08-03 00:00:00,23.1,123.6,WP,8,Aug,27.899263,29.266605
1989-08-09 00:00:00,7.8,159.7,WP,8,Aug,27.899263,29.788645
1989-08-14 00:00:00,4.0,176.0,WP,8,Aug,27.899263,29.32111
1989-08-14 00:00:00,5.6,161.0,WP,8,Aug,27.899263,29.903112
1989-08-17 00:00:00,19.7,126.6,WP,8,Aug,27.899263,29.333517
1989-08-25 00:00:00,10.8,120.8,WP,8,Aug,27.899263,29.36999
1989-08-28 00:00:00,25.9,148.9,WP,8,Aug,27.899263,27.92983
1989-08-31 00:00:00,13.3,129.6,WP,8,Aug,27.899263,29.318607
1989-09-07 00:00:00,16.2,148.2,WP,9,Sep,27.902338,29.234974
1989-09-16 00:00:00,14.6,141.1,WP,9,Sep,27.902338,29.31811
1989-09-17 00:00:00,9.3,131.8,WP,9,Sep,27.902338,29.450386
1989-09-22 00:00:00,9.1,140.8,WP,9,Sep,27.902338,29.588238
1989-09-27 00:00:00,3.9,145.0,WP,9,Sep,27.902338,29.757233
1989-10-10 00:00:00,6.0,174.1,WP,10,Oct,27.903116,29.737377
1989-11-10 00:00:00,-13.0,114.1,AUS,11,Nov,27.905642,28.641417
1989-11-18 00:00:00,-12.8,170.8,SP,11,Nov,27.905642,28.49145
1989-11-30 00:00:00,15.7,118.1,WP,11,Nov,27.905642,27.874243
1989-12-04 00:00:00,-13.0,134.0,AUS,12,Dec,27.910181,30.150072
1989-12-18 00:00:00,-9.9,172.5,SP,12,Dec,27.910181,29.741026
1989-12-19 00:00:00,-11.6,114.7,AUS,12,Dec,27.910181,29.774734
1990-01-01 00:00:00,-14.3,180.0,SP,1,Jan,27.91265,29.246523
1990-01-10 00:00:00,-9.5,193.8,SP,1,Jan,27.91265,29.707846
1990-01-11 00:00:00,-14.3,150.7,AUS,1,Jan,27.91265,29.089926
1990-01-12 00:00:00,-15.6,137.5,AUS,1,Jan,27.91265,30.56158
1990-01-13 00:00:00,-15.4,128.0,AUS,1,Jan,27.91265,31.324066
1990-01-16 00:00:00,-11.3,184.1,SP,1,Jan,27.91265,29.776129
1990-01-16 00:00:00,-12.5,103.4,AUS,1,Jan,27.91265,28.427036
1990-01-19 00:00:00,-12.4,151.1,AUS,1,Jan,27.91265,29.294672
1990-02-09 00:00:00,-12.6,163.1,SP,2,Feb,27.914711,29.641108
1990-02-10 00:00:00,-14.8,121.4,AUS,2,Feb,27.914711,29.68515
1990-02-15 00:00:00,-16.7,125.2,AUS,2,Feb,27.914711,30.376492
1990-03-12 00:00:00,-7.1,95.2,AUS,3,Mar,27.918129,29.302084
1990-03-18 00:00:00,-10.9,127.6,AUS,3,Mar,27.918129,29.573772
1990-03-18 00:00:00,-13.3,150.4,AUS,3,Mar,27.918129,29.382122
1990-03-18 00:00:00,-9.5,179.1,SP,3,Mar,27.918129,29.92983
1990-04-20 00:00:00,9.0,139.0,WP,4,Apr,27.92187,28.562384
1990-04-25 00:00:00,-12.1,134.5,AUS,4,Apr,27.92187,29.667284
1990-05-03 00:00:00,11.0,127.2,WP,5,May,27.928041,29.083511
1990-05-28 00:00:00,14.5,144.1,WP,5,May,27.928041,27.89627
1990-06-09 00:00:00,4.4,191.0,WP,6,Jun,27.933289,28.936451
1990-06-21 00:00:00,19.4,146.0,WP,6,Jun,27.933289,28.19997
1990-06-22 00:00:00,17.2,132.4,WP,6,Jun,27.933289,29.114141
1990-07-05 00:00:00,5.5,162.4,WP,7,Jul,27.93699,29.783752
1990-07-09 00:00:00,4.8,174.8,WP,7,Jul,27.93699,29.454514
1990-07-18 00:00:00,10.1,157.8,WP,7,Jul,27.93699,29.343079
1990-07-21 00:00:00,17.8,134.5,WP,7,Jul,27.93699,29.381332
1990-07-27 00:00:00,12.1,116.0,WP,7,Jul,27.93699,29.147547
1990-07-30 00:00:00,11.3,167.5,WP,7,Jul,27.93699,28.830894
1990-09-01 00:00:00,4.3,152.3,WP,9,Sep,27.9466,29.808887
1990-09-01 00:00:00,6.0,152.0,WP,9,Sep,27.9466,29.876562
1990-09-06 00:00:00,17.4,170.2,WP,9,Sep,27.9466,28.713078
1990-09-13 00:00:00,15.1,125.0,WP,9,Sep,27.9466,29.242224
1990-09-15 00:00:00,18.0,123.1,WP,9,Sep,27.9466,29.339607
1990-09-20 00:00:00,8.5,163.5,WP,9,Sep,27.9466,29.828598
1990-09-20 00:00:00,10.7,141.2,WP,9,Sep,27.9466,29.43541
1990-09-25 00:00:00,18.2,133.7,WP,9,Sep,27.9466,29.291706
1990-09-26 00:00:00,20.8,123.0,WP,9,Sep,27.9466,29.129995
1990-10-21 00:00:00,18.6,115.7,WP,10,Oct,27.954435,27.934515
1990-10-31 00:00:00,11.2,171.0,WP,10,Oct,27.954435,29.264809
1990-11-08 00:00:00,15.4,133.8,WP,11,Nov,27.961494,28.415552
1990-11-10 00:00:00,-10.8,125.2,AUS,11,Nov,27.961494,29.44486
1990-11-11 00:00:00,3.8,181.4,WP,11,Nov,27.961494,28.901098
1990-12-08 00:00:00,-11.0,149.6,AUS,12,Dec,27.96953,28.478296
1990-12-12 00:00:00,-10.0,132.7,AUS,12,Dec,27.96953,29.86999
1990-12-13 00:00:00,13.2,146.8,WP,12,Dec,27.96953,27.741922
1990-12-16 00:00:00,-13.1,185.7,SP,12,Dec,27.96953,29.015991
1991-01-05 00:00:00,-14.5,171.7,SP,1,Jan,27.978662,29.164164
1991-01-05 00:00:00,-7.0,97.5,AUS,1,Jan,27.978662,29.00845
1991-01-15 00:00:00,-10.2,99.6,AUS,1,Jan,27.978662,28.796852
1991-01-25 00:00:00,-11.9,204.3,SP,1,Jan,27.978662,29.581547
1991-01-26 00:00:00,-17.7,196.8,SP,1,Jan,27.978662,28.198084
1991-01-29 00:00:00,-17.5,188.8,SP,1,Jan,27.978662,28.331448
1991-02-04 00:00:00,6.3,149.5,WP,2,Feb,27.987541,28.64803
1991-02-28 00:00:00,-10.8,123.5,AUS,2,Feb,27.987541,29.420801
1991-03-01 00:00:00,-15.4,162.8,SP,3,Mar,27.996405,29.287848
1991-03-11 00:00:00,-13.5,170.7,SP,3,Mar,27.996405,29.643438
1991-03-28 00:00:00,-15.7,117.6,AUS,3,Mar,27.996405,29.785526
1991-04-13 00:00:00,-10.8,96.3,AUS,4,Apr,28.004221,29.098913
1991-04-19 00:00:00,-13.0,134.0,AUS,4,Apr,28.004221,29.742695
1991-07-08 00:00:00,6.1,156.3,WP,7,Jul,28.01856,29.760324
1991-07-12 00:00:00,16.4,149.8,WP,7,Jul,28.01856,28.793283
1991-07-13 00:00:00,23.5,144.3,WP,7,Jul,28.01856,28.274857
1991-07-24 00:00:00,14.7,137.1,WP,7,Jul,28.01856,29.399662
1991-08-06 00:00:00,10.1,154.3,WP,8,Aug,28.017736,29.585674
1991-08-07 00:00:00,19.4,126.1,WP,8,Aug,28.017736,29.400442
1991-08-10 00:00:00,4.6,162.8,WP,8,Aug,28.017736,29.801535
1991-08-27 00:00:00,15.3,123.3,WP,8,Aug,28.017736,29.291975
1991-08-29 00:00:00,7.2,155.9,WP,8,Aug,28.017736,29.821735
1991-09-07 00:00:00,15.6,127.8,WP,9,Sep,28.009977,29.157658
1991-09-20 00:00:00,15.1,162.4,WP,9,Sep,28.009977,29.103857
1991-09-22 00:00:00,20.2,128.7,WP,9,Sep,28.009977,29.099216
1991-09-23 00:00:00,14.1,142.5,WP,9,Sep,28.009977,29.198797
1991-09-27 00:00:00,10.6,118.2,WP,9,Sep,28.009977,28.957935
1991-10-04 00:00:00,12.6,135.1,WP,10,Oct,27.996315,29.085995
1991-10-15 00:00:00,20.7,158.7,WP,10,Oct,27.996315,27.876745
1991-10-17 00:00:00,7.5,150.0,WP,10,Oct,27.996315,29.491152
1991-10-18 00:00:00,14.2,156.4,WP,10,Oct,27.996315,28.882965
1991-11-01 00:00:00,5.2,151.3,WP,11,Nov,27.978722,29.450832
1991-11-18 00:00:00,13.4,138.9,WP,11,Nov,27.978722,28.404882
1991-11-23 00:00:00,14.2,114.0,WP,11,Nov,27.978722,27.518854
1991-12-19 00:00:00,-16.6,170.7,SP,12,Dec,27.955366,27.600018
1991-12-26 00:00:00,-13.8,190.8,SP,12,Dec,27.955366,28.854443
1992-01-17 00:00:00,-19.0,113.4,AUS,1,Jan,27.927567,27.607403
1992-01-17 00:00:00,5.2,153.1,WP,1,Jan,27.927567,28.70725
1992-01-17 00:00:00,-15.5,188.3,SP,1,Jan,27.927567,28.783848
1992-01-22 00:00:00,2.9,174.4,WP,1,Jan,27.927567,28.34643
1992-01-26 00:00:00,-12.6,100.5,AUS,1,Jan,27.927567,28.099451
1992-02-05 00:00:00,-11.1,169.7,SP,2,Feb,27.89694,29.559534
1992-02-18 00:00:00,-13.1,160.1,SP,2,Feb,27.89694,29.317884
1992-02-20 00:00:00,-10.0,95.0,AUS,2,Feb,27.89694,28.77717
1992-03-05 00:00:00,-8.4,80.9,SI,3,Mar,27.864113,28.706263
1992-03-19 00:00:00,-9.5,193.8,SP,3,Mar,27.864113,29.665428
1992-04-27 00:00:00,-8.3,135.4,AUS,4,Apr,27.83172,29.300035
1992-04-29 00:00:00,-14.8,41.0,SI,4,Apr,27.83172,28.781559
1992-05-20 00:00:00,-12.5,67.4,SI,5,May,27.800268,27.620306
1992-07-24 00:00:00,6.9,153.6,WP,7,Jul,27.750153,29.368176
