Scenario,timestamp,lat,lon,BASIN,Tropical SST,Local SST,Relative SST
126,2016-02-22 00:00:00,-16.1,147.9,SP,27.719501,29.31215,1.5926476
126,2016-03-01 00:00:00,-8.5,100.4,SI,28.008839,29.76998,1.7611408
126,2016-03-01 00:00:00,-6.4,79.9,SI,28.008839,29.591726,1.5828876
126,2016-03-04 00:00:00,-6.0,66.0,SI,28.008839,29.803802,1.7949638
126,2016-03-07 00:00:00,-5.8,72.0,SI,28.008839,29.641842,1.6330032
126,2016-03-09 00:00:00,-14.9,44.1,SI,28.008839,29.89326,1.8844204
126,2016-03-18 00:00:00,-12.4,185.2,SP,28.008839,29.988636,1.9797974
126,2016-04-03 00:00:00,-10.6,127.6,SI,28.262888,29.834143,1.5712547
126,2016-04-14 00:00:00,-9.9,89.2,SI,28.262888,29.217762,0.95487404
126,2016-04-27 00:00:00,-9.0,189.0,SP,28.262888,30.246052,1.9831638
126,2016-06-06 00:00:00,14.4,115.2,WP,27.855099,29.852451,1.9973526
126,2016-06-24 00:00:00,6.0,140.9,WP,27.855099,30.22735,2.3722515
126,2016-06-30 00:00:00,7.3,163.8,WP,27.855099,29.638302,1.7832031
126,2016-07-27 00:00:00,7.5,145.3,WP,27.42317,30.091105,2.6679344
126,2016-07-28 00:00:00,12.5,130.0,WP,27.42317,29.871529,2.4483585
126,2016-07-30 00:00:00,4.5,154.9,WP,27.42317,30.233887,2.8107166
126,2016-08-02 00:00:00,18.1,138.5,WP,27.19221,29.661564,2.4693546
126,2016-08-02 00:00:00,20.4,141.4,WP,27.19221,29.544647,2.352438
126,2016-08-02 00:00:00,9.7,146.4,WP,27.19221,29.887623,2.6954136
126,2016-08-03 00:00:00,6.9,139.2,WP,27.19221,30.162968,2.9707584
126,2016-08-18 00:00:00,9.4,115.6,WP,27.19221,29.512001,2.3197918
126,2016-08-26 00:00:00,11.0,130.5,WP,27.19221,29.82547,2.6332607
126,2016-08-27 00:00:00,6.1,159.0,WP,27.19221,30.234371,3.042162
126,2016-09-05 00:00:00,13.0,114.0,WP,27.248497,28.992434,1.7439365
126,2016-09-06 00:00:00,16.2,118.5,WP,27.248497,29.56106,2.312563
126,2016-09-07 00:00:00,17.5,145.6,WP,27.248497,29.577251,2.3287544
126,2016-09-13 00:00:00,4.2,162.0,WP,27.248497,30.216702,2.9682045
126,2016-09-22 00:00:00,15.9,158.5,WP,27.248497,29.599558,2.3510609
126,2016-09-24 00:00:00,26.5,129.4,WP,27.248497,29.10942,1.8609238
126,2016-10-03 00:00:00,5.2,155.5,WP,27.475582,30.130253,2.6546707
126,2016-10-03 00:00:00,12.2,133.8,WP,27.475582,29.628744,2.153162
126,2016-10-03 00:00:00,3.0,146.1,WP,27.475582,30.066162,2.59058
126,2016-10-10 00:00:00,12.0,151.4,WP,27.475582,29.678547,2.2029648
126,2016-10-11 00:00:00,15.7,139.7,WP,27.475582,29.521774,2.0461922
126,2016-10-14 00:00:00,9.9,171.1,WP,27.475582,29.985514,2.5099316
126,2016-10-28 00:00:00,7.1,136.5,WP,27.475582,29.928885,2.4533024
126,2016-11-03 00:00:00,-13.6,169.5,SP,27.651196,28.355228,0.7040329
126,2016-11-04 00:00:00,20.8,145.9,WP,27.651196,27.78442,0.13322449
126,2016-11-10 00:00:00,-10.8,123.5,SI,27.651196,29.865417,2.214222
126,2016-11-19 00:00:00,-12.5,184.0,SP,27.651196,29.00982,1.3586254
126,2016-11-30 00:00:00,6.2,155.5,WP,27.651196,30.010794,2.3595982
126,2016-12-15 00:00:00,-10.3,224.4,SP,27.677399,28.469093,0.79169464
126,2016-12-16 00:00:00,15.2,130.5,WP,27.677399,27.7907,0.11330223
126,2016-12-19 00:00:00,-9.2,84.2,SI,27.677399,28.140625,0.46322632
126,2016-12-21 00:00:00,-6.0,63.1,SI,27.677399,29.046427,1.3690281
126,2016-12-23 00:00:00,-11.8,80.4,SI,27.677399,27.854218,0.17681885
126,2017-01-02 00:00:00,-14.8,139.2,SI,27.658928,30.896288,3.23736
126,2017-01-02 00:00:00,-6.3,77.7,SI,27.658928,29.231365,1.5724373
126,2017-01-03 00:00:00,-5.3,100.8,SI,27.658928,29.459505,1.8005772
126,2017-01-04 00:00:00,-9.5,182.4,SP,27.658928,30.255823,2.5968952
126,2017-01-06 00:00:00,7.5,175.5,WP,27.658928,28.639908,0.9809799
126,2017-01-13 00:00:00,-12.0,60.0,SI,27.658928,28.996506,1.3375778
126,2017-01-26 00:00:00,-13.1,152.4,SP,27.658928,29.754652,2.095724
126,2017-01-29 00:00:00,-13.1,114.0,SI,27.658928,29.463358,1.80443
126,2017-02-01 00:00:00,-13.3,78.4,SI,27.758104,28.651535,0.8934307
126,2017-02-05 00:00:00,-9.9,68.0,SI,27.758104,29.288275,1.5301704
126,2017-02-06 00:00:00,-19.3,223.2,SP,27.758104,28.463308,0.705204
126,2017-02-08 00:00:00,-13.3,119.5,SI,27.758104,29.783062,2.0249577
126,2017-02-21 00:00:00,-11.0,163.0,SP,27.758104,30.07934,2.3212357
126,2017-02-25 00:00:00,-7.6,168.9,SP,27.758104,30.253342,2.4952374
126,2017-03-19 00:00:00,-12.0,124.4,SI,28.032055,30.006765,1.9747105
126,2017-03-23 00:00:00,-7.3,47.2,SI,28.032055,29.828342,1.7962875
126,2017-03-27 00:00:00,-14.3,180.2,SP,28.032055,29.894033,1.8619785
126,2017-03-27 00:00:00,-15.5,43.2,SI,28.032055,29.850367,1.8183117
126,2017-04-06 00:00:00,-10.5,86.6,SI,28.279877,29.050686,0.7708092
126,2017-04-10 00:00:00,-11.5,161.2,SP,28.279877,30.030289,1.750412
126,2017-04-12 00:00:00,-11.6,85.7,SI,28.279877,28.844675,0.56479836
126,2017-05-03 00:00:00,15.6,127.0,WP,28.244337,28.90305,0.6587124
126,2017-05-09 00:00:00,-9.7,81.6,SI,28.244337,28.391104,0.14676666
126,2017-05-17 00:00:00,12.4,129.5,WP,28.244337,29.234821,0.99048424
126,2017-06-25 00:00:00,9.5,157.8,WP,27.847008,29.558418,1.7114105
126,2017-07-03 00:00:00,15.8,131.5,WP,27.402033,29.726212,2.3241787
126,2017-07-04 00:00:00,12.2,137.3,WP,27.402033,29.762869,2.360836
126,2017-07-05 00:00:00,18.4,151.3,WP,27.402033,29.05663,1.6545963
126,2017-07-16 00:00:00,8.3,142.3,WP,27.402033,30.055893,2.65386
126,2017-07-24 00:00:00,-7.8,129.2,SI,27.402033,27.563717,0.16168404
126,2017-07-25 00:00:00,10.6,159.2,WP,27.402033,29.69697,2.2949371
126,2017-07-25 00:00:00,24.0,151.2,WP,27.402033,28.234013,0.83197975
126,2017-08-03 00:00:00,5.4,156.4,WP,27.173067,30.35957,3.1865025
126,2017-08-13 00:00:00,4.8,142.1,WP,27.173067,30.163092,2.9900246
126,2017-08-17 00:00:00,8.1,147.7,WP,27.173067,30.144323,2.9712563
126,2017-08-18 00:00:00,5.6,147.9,WP,27.173067,30.20433,3.0312634
126,2017-09-30 00:00:00,18.0,151.8,WP,27.231453,29.43163,2.2001762
126,2017-10-10 00:00:00,5.9,164.6,WP,27.459717,30.28674,2.8270226
126,2017-10-11 00:00:00,14.6,176.3,WP,27.459717,29.19935,1.7396336
126,2017-10-18 00:00:00,5.5,170.5,WP,27.459717,30.203476,2.7437592
126,2017-10-26 00:00:00,11.8,152.7,WP,27.459717,29.7114,2.2516823
126,2017-10-26 00:00:00,7.4,127.6,WP,27.459717,29.678673,2.218956
126,2017-11-03 00:00:00,4.5,158.9,WP,27.645168,29.976513,2.3313446
126,2017-11-13 00:00:00,16.1,131.7,WP,27.645168,28.463207,0.81803894
126,2017-11-26 00:00:00,6.4,136.0,WP,27.645168,29.896204,2.2510357
126,2017-12-19 00:00:00,12.8,125.9,WP,27.647411,27.776306,0.1288948
126,2018-01-18 00:00:00,-12.8,170.8,SP,27.627613,29.873642,2.246029
126,2018-01-23 00:00:00,-12.8,98.6,SI,27.627613,28.322979,0.6953659
126,2018-01-28 00:00:00,-12.6,124.3,SI,27.627613,30.350807,2.7231941
126,2018-02-05 00:00:00,-10.7,54.6,SI,27.749437,29.13244,1.3830032
126,2018-02-16 00:00:00,-10.5,99.2,SI,27.749437,29.470585,1.7211475
126,2018-02-23 00:00:00,-10.3,172.1,SP,27.749437,30.136332,2.3868942
126,2018-03-08 00:00:00,-13.5,70.2,SI,28.017262,29.049679,1.0324173
126,2018-03-18 00:00:00,-8.4,155.0,SP,28.017262,30.20866,2.1913986
126,2018-03-19 00:00:00,-11.2,101.5,SI,28.017262,29.633629,1.6163673
126,2018-03-20 00:00:00,-10.3,224.4,SP,28.017262,29.25885,1.2415886
126,2018-03-26 00:00:00,-9.5,71.8,SI,28.017262,29.385126,1.3678646
126,2018-04-02 00:00:00,-9.1,195.1,SP,28.291134,30.316727,2.0255928
126,2018-04-19 00:00:00,-7.9,69.1,SI,28.291134,29.763462,1.4723282
126,2018-05-15 00:00:00,17.2,126.7,WP,28.24972,28.610493,0.3607731
126,2018-05-17 00:00:00,9.1,161.4,WP,28.24972,28.935165,0.6854458
126,2018-06-18 00:00:00,-8.3,154.6,SP,27.9062,28.990671,1.0844707
126,2018-06-19 00:00:00,13.2,146.8,WP,27.9062,29.109747,1.2035465
126,2018-06-20 00:00:00,7.6,154.9,WP,27.9062,29.818518,1.9123173
126,2018-07-03 00:00:00,5.4,138.6,WP,27.467741,30.345978,2.8782368
126,2018-07-16 00:00:00,5.0,139.1,WP,27.467741,30.348267,2.8805256
126,2018-07-21 00:00:00,17.2,153.4,WP,27.467741,29.047863,1.580122
126,2018-07-31 00:00:00,15.9,158.5,WP,27.467741,28.94638,1.4786396
126,2018-08-15 00:00:00,20.4,116.9,WP,27.225496,29.828842,2.6033459
126,2018-08-15 00:00:00,3.4,149.1,WP,27.225496,30.02544,2.799944
126,2018-08-18 00:00:00,7.8,132.4,WP,27.225496,30.00047,2.774973
126,2018-08-21 00:00:00,8.4,162.5,WP,27.225496,30.031353,2.8058567
126,2018-09-04 00:00:00,11.5,133.4,WP,27.278969,29.79877,2.519802
126,2018-09-28 00:00:00,3.1,173.7,WP,27.278969,29.529484,2.250515
126,2018-09-29 00:00:00,23.9,143.7,WP,27.278969,29.006744,1.7277756
126,2018-10-07 00:00:00,11.4,133.1,WP,27.48239,29.668905,2.1865158
126,2018-10-21 00:00:00,18.3,163.4,WP,27.48239,28.760248,1.2778587
126,2018-10-26 00:00:00,10.7,141.2,WP,27.48239,29.646378,2.163988
126,2018-10-28 00:00:00,18.1,138.5,WP,27.48239,29.27291,1.7905197
126,2018-11-11 00:00:00,11.1,121.1,WP,27.665485,29.038673,1.373188
126,2018-11-11 00:00:00,10.1,158.6,WP,27.665485,29.566702,1.9012165
126,2018-11-14 00:00:00,-14.6,142.6,SP,27.665485,28.119984,0.4544983
126,2018-11-18 00:00:00,18.9,149.1,WP,27.665485,28.206068,0.54058266
126,2018-11-19 00:00:00,16.3,129.9,WP,27.665485,28.522099,0.85661316
126,2018-11-19 00:00:00,-10.8,123.5,SI,27.665485,29.75563,2.090145
126,2018-11-22 00:00:00,15.0,118.0,WP,27.665485,28.380615,0.71512985
126,2018-12-02 00:00:00,-10.9,49.9,SI,27.707766,28.711725,1.0039597
126,2018-12-16 00:00:00,-6.6,69.6,SI,27.707766,28.950724,1.2429581
126,2018-12-17 00:00:00,-9.2,95.7,SI,27.707766,28.394236,0.68647003
126,2019-01-08 00:00:00,-17.7,196.8,SP,27.721205,28.490562,0.7693577
126,2019-01-10 00:00:00,-9.1,75.6,SI,27.721205,28.979504,1.2582989
126,2019-01-13 00:00:00,-14.3,151.7,SP,27.721205,29.412304,1.6910992
126,2019-01-28 00:00:00,-12.9,169.6,SP,27.721205,29.757996,2.0367908
126,2019-02-05 00:00:00,-17.2,40.3,SI,27.841747,29.663925,1.8221779
126,2019-02-08 00:00:00,-7.3,73.2,SI,27.841747,29.317394,1.475647
126,2019-02-24 00:00:00,-12.1,134.5,SI,27.841747,30.371431,2.529684
126,2019-03-09 00:00:00,-11.1,192.6,SP,28.116415,30.294851,2.1784363
126,2019-03-12 00:00:00,-13.3,69.7,SI,28.116415,29.21724,1.1008244
126,2019-03-26 00:00:00,-7.7,92.9,SI,28.116415,29.654135,1.5377197
126,2019-04-14 00:00:00,-16.8,55.0,SI,28.39392,28.409046,0.015125275
126,2019-05-09 00:00:00,-7.6,132.2,SI,28.355745,29.463938,1.1081924
126,2019-05-18 00:00:00,5.7,156.3,WP,28.355745,29.777283,1.4215374
126,2019-05-22 00:00:00,-12.9,158.0,SP,28.355745,28.844116,0.4883709
126,2019-06-03 00:00:00,11.4,145.1,WP,27.97207,29.569,1.5969296
126,2019-07-06 00:00:00,13.8,114.5,WP,27.530611,29.562475,2.0318642
126,2019-07-09 00:00:00,15.1,178.0,WP,27.530611,28.366745,0.83613396
126,2019-07-29 00:00:00,4.1,156.1,WP,27.530611,30.326609,2.7959976
126,2019-08-01 00:00:00,11.0,193.0,WP,27.28272,29.373295,2.0905743
126,2019-08-08 00:00:00,17.5,161.4,WP,27.28272,29.25507,1.9723492
126,2019-08-12 00:00:00,21.4,146.2,WP,27.28272,29.470615,2.1878948
126,2019-08-16 00:00:00,20.0,120.4,WP,27.28272,29.952566,2.6698456
126,2019-08-20 00:00:00,21.7,150.1,WP,27.28272,29.263624,1.9809036
126,2019-08-20 00:00:00,4.2,162.0,WP,27.28272,30.393738,3.1110172
126,2019-08-21 00:00:00,15.4,130.3,WP,27.28272,29.678534,2.395813
126,2019-08-21 00:00:00,14.2,133.5,WP,27.28272,29.74299,2.46027
126,2019-09-01 00:00:00,16.5,174.2,WP,27.323997,29.221455,1.8974571
126,2019-09-06 00:00:00,14.6,141.1,WP,27.323997,29.821463,2.4974651
126,2019-09-06 00:00:00,12.8,172.3,WP,27.323997,29.786816,2.4628181
126,2019-09-10 00:00:00,20.1,150.8,WP,27.323997,29.361847,2.0378494
126,2019-09-12 00:00:00,20.9,145.1,WP,27.323997,29.455164,2.1311665
126,2019-09-20 00:00:00,9.2,140.0,WP,27.323997,30.109644,2.7856464
126,2019-09-21 00:00:00,5.7,138.9,WP,27.323997,30.350965,3.026968
126,2019-09-26 00:00:00,8.7,137.4,WP,27.323997,30.0649,2.740902
126,2019-10-18 00:00:00,12.6,135.1,WP,27.550325,29.716196,2.1658707
126,2019-12-13 00:00:00,-14.9,170.8,SP,27.73819,28.780128,1.0419388
126,2019-12-13 00:00:00,-6.0,49.6,SI,27.73819,29.25626,1.5180702
126,2019-12-23 00:00:00,-8.5,75.3,SI,27.73819,28.70176,0.96356964
126,2019-12-30 00:00:00,-7.3,47.2,SI,27.73819,29.227604,1.4894142
126,2020-01-08 00:00:00,-13.1,114.0,SI,27.710337,29.847548,2.1372108
126,2020-01-12 00:00:00,-13.5,196.8,SP,27.710337,29.702785,1.9924488
126,2020-01-15 00:00:00,-12.2,160.4,SP,27.710337,29.939606,2.229269
126,2020-01-23 00:00:00,-8.3,128.9,SI,27.710337,30.122622,2.4122849
126,2020-02-01 00:00:00,-8.0,78.0,SI,27.822916,29.076645,1.2537289
126,2020-02-03 00:00:00,-13.0,128.0,SI,27.822916,30.582253,2.7593365
126,2020-02-05 00:00:00,-8.6,77.1,SI,27.822916,29.096725,1.2738094
126,2020-02-15 00:00:00,-15.6,149.2,SP,27.822916,29.682934,1.8600178
126,2020-03-14 00:00:00,-13.0,91.1,SI,28.090113,28.840134,0.750021
126,2020-03-21 00:00:00,-10.3,175.5,SP,28.090113,30.400755,2.3106422
126,2020-03-27 00:00:00,-6.5,68.9,SI,28.090113,29.651217,1.5611038
126,2020-04-07 00:00:00,-13.4,70.3,SI,28.367558,28.716618,0.34906006
126,2020-06-04 00:00:00,16.8,111.0,WP,27.937117,29.073643,1.1365261
126,2020-06-07 00:00:00,6.8,170.6,WP,27.937117,29.815075,1.8779583
126,2020-06-16 00:00:00,15.5,143.5,WP,27.937117,29.139261,1.2021446
126,2020-07-03 00:00:00,15.6,143.2,WP,27.495298,29.590368,2.09507
126,2020-07-06 00:00:00,10.3,144.1,WP,27.495298,29.941896,2.446598
126,2020-07-10 00:00:00,19.0,123.1,WP,27.495298,29.88909,2.3937912
126,2020-07-25 00:00:00,7.1,136.9,WP,27.495298,30.232977,2.7376785
126,2020-08-01 00:00:00,14.6,126.2,WP,27.26597,29.765156,2.4991856
126,2020-08-01 00:00:00,8.2,155.8,WP,27.26597,30.301676,3.0357056
126,2020-08-14 00:00:00,19.8,155.1,WP,27.26597,29.375626,2.1096554
126,2020-08-16 00:00:00,6.7,161.1,WP,27.26597,30.398859,3.1328888
126,2020-08-21 00:00:00,12.4,129.5,WP,27.26597,29.765219,2.4992485
126,2020-08-24 00:00:00,13.8,147.2,WP,27.26597,29.837378,2.5714073
126,2020-09-07 00:00:00,16.0,128.7,WP,27.315647,29.76502,2.4493732
126,2020-09-20 00:00:00,13.0,124.4,WP,27.315647,29.655401,2.339754
126,2020-09-22 00:00:00,11.2,119.1,WP,27.315647,29.506624,2.190977
126,2020-09-24 00:00:00,8.3,140.6,WP,27.315647,29.9909,2.675253
126,2020-09-24 00:00:00,13.0,110.9,WP,27.315647,29.034622,1.7189751
126,2020-09-28 00:00:00,4.4,164.1,WP,27.315647,30.2819,2.9662533
126,2020-10-01 00:00:00,6.7,141.7,WP,27.55552,30.027838,2.4723186
126,2020-11-03 00:00:00,1.9,180.2,WP,27.729004,28.785349,1.056345
126,2020-12-01 00:00:00,-6.4,184.4,SP,27.762302,30.08822,2.3259182
126,2020-12-06 00:00:00,12.0,146.2,WP,27.762302,28.575306,0.81300354
126,2020-12-19 00:00:00,-8.1,151.0,SP,27.762302,29.528288,1.7659855
126,2020-12-20 00:00:00,15.4,130.3,WP,27.762302,27.859638,0.097335815
126,2021-01-03 00:00:00,-17.7,196.8,SP,27.746407,28.704916,0.95850945
126,2021-01-06 00:00:00,-14.8,157.8,SP,27.746407,29.565212,1.8188057
126,2021-01-31 00:00:00,-13.2,55.4,SI,27.746407,28.886728,1.1403217
126,2021-02-05 00:00:00,-13.1,152.4,SP,27.859013,29.91358,2.0545673
126,2021-02-11 00:00:00,-13.1,152.4,SP,27.859013,29.91358,2.0545673
126,2021-02-15 00:00:00,-14.9,143.0,SP,27.859013,30.558899,2.6998863
126,2021-02-21 00:00:00,-14.9,143.0,SP,27.859013,30.558899,2.6998863
126,2021-02-23 00:00:00,-15.8,161.1,SP,27.859013,29.514425,1.6554127
126,2021-03-05 00:00:00,-21.3,40.7,SI,28.142136,29.506113,1.3639774
126,2021-03-11 00:00:00,-10.0,166.9,SP,28.142136,30.322964,2.180828
126,2021-03-18 00:00:00,-11.2,86.0,SI,28.142136,29.38104,1.238905
126,2021-03-23 00:00:00,-12.4,172.9,SP,28.142136,30.183727,2.0415916
126,2021-04-22 00:00:00,-12.4,73.5,SI,28.393988,29.024002,0.6300144
126,2021-05-24 00:00:00,10.1,130.8,WP,28.354115,29.687677,1.3335629
126,2021-05-31 00:00:00,-10.3,175.5,SP,28.354115,29.950903,1.5967884
126,2021-06-21 00:00:00,10.0,138.0,WP,27.985916,30.034449,2.0485325
126,2021-06-21 00:00:00,13.2,118.5,WP,27.985916,30.2174,2.2314835
126,2021-07-15 00:00:00,18.2,133.7,WP,27.53948,29.813763,2.2742825
126,2021-07-17 00:00:00,16.5,168.8,WP,27.53948,28.540821,1.0013409
126,2021-08-05 00:00:00,7.0,151.3,WP,27.294281,30.32255,3.0282688
126,2021-08-07 00:00:00,13.3,138.4,WP,27.294281,29.754583,2.4603024
126,2021-08-12 00:00:00,6.2,135.7,WP,27.294281,30.18658,2.8922997
126,2021-08-15 00:00:00,7.2,155.9,WP,27.294281,30.333689,3.0394077
126,2021-08-22 00:00:00,13.9,130.6,WP,27.294281,29.78078,2.4864998
126,2021-08-25 00:00:00,4.3,152.3,WP,27.294281,30.290369,2.996088
126,2021-08-26 00:00:00,15.1,162.4,WP,27.294281,29.577011,2.28273
126,2021-09-06 00:00:00,12.9,134.2,WP,27.340807,29.68686,2.3460522
126,2021-09-07 00:00:00,-7.8,94.7,SI,27.340807,27.489346,0.14853859
126,2021-09-10 00:00:00,21.6,139.0,WP,27.340807,29.518745,2.1779385
126,2021-09-19 00:00:00,6.1,141.0,WP,27.340807,30.316843,2.976036
126,2021-09-28 00:00:00,8.5,147.7,WP,27.340807,30.208464,2.8676567
126,2021-09-28 00:00:00,23.5,144.3,WP,27.340807,29.082785,1.7419777
126,2021-10-10 00:00:00,11.4,128.9,WP,27.56744,29.602915,2.0354748
126,2021-10-25 00:00:00,13.0,139.5,WP,27.56744,29.647573,2.0801334
126,2021-10-25 00:00:00,-14.0,126.0,SI,27.56744,28.615116,1.0476761
126,2021-10-26 00:00:00,11.3,167.5,WP,27.56744,29.87167,2.3042297
126,2021-10-28 00:00:00,19.0,112.5,WP,27.56744,27.810669,0.24322891
126,2021-10-29 00:00:00,13.8,138.6,WP,27.56744,29.626938,2.0594978
126,2021-11-13 00:00:00,6.6,173.3,WP,27.761185,29.966394,2.2052097
126,2021-11-21 00:00:00,12.9,139.0,WP,27.761185,29.233074,1.4718895
126,2021-11-21 00:00:00,20.2,133.5,WP,27.761185,27.829906,0.06872177
126,2021-11-27 00:00:00,11.6,124.0,WP,27.761185,29.075745,1.3145599
126,2021-12-05 00:00:00,-10.3,172.1,SP,27.770763,29.906096,2.135332
126,2021-12-21 00:00:00,-11.6,195.2,SP,27.770763,29.783361,2.012598
126,2021-12-21 00:00:00,-22.6,36.2,SI,27.770763,28.084822,0.3140583
126,2021-12-23 00:00:00,-7.6,133.1,SI,27.770763,30.183767,2.413004
126,2021-12-26 00:00:00,-13.2,159.1,SP,27.770763,29.243301,1.472538
126,2022-01-07 00:00:00,-14.7,150.9,SP,27.762959,29.489773,1.7268143
126,2022-01-09 00:00:00,-6.2,85.4,SI,27.762959,29.30096,1.538002
126,2022-01-20 00:00:00,-8.3,98.5,SI,27.762959,29.40354,1.6405811
126,2022-01-28 00:00:00,-10.5,62.9,SI,27.762959,29.178873,1.4159145
126,2022-01-31 00:00:00,-8.1,73.7,SI,27.762959,29.3698,1.606842
126,2022-02-03 00:00:00,-19.1,50.2,SI,27.879078,28.664474,0.7853966
126,2022-02-20 00:00:00,-7.7,80.9,SI,27.879078,29.449078,1.5699997
126,2022-02-23 00:00:00,-14.8,124.0,SI,27.879078,30.683096,2.804018
126,2022-03-08 00:00:00,-16.0,40.6,SI,28.149796,29.790028,1.6402321
126,2022-03-20 00:00:00,-8.9,60.1,SI,28.149796,29.767767,1.6179714
126,2022-03-23 00:00:00,-15.3,182.4,SP,28.149796,29.778873,1.6290779
126,2022-04-21 00:00:00,-16.3,137.4,SI,28.419294,29.794561,1.375267
126,2022-04-24 00:00:00,-16.6,170.7,SP,28.419294,28.982586,0.56329155
126,2022-07-01 00:00:00,6.1,177.0,WP,27.52599,29.884222,2.3582325
126,2022-07-05 00:00:00,18.3,117.0,WP,27.52599,29.801342,2.2753525
126,2022-08-03 00:00:00,11.1,159.5,WP,27.270163,29.834824,2.564661
